name,location,Date,Rating,Review
Steffanie,"Pleasant Hill, CA","Reviewed May 28, 2014",2.0,"My husband goes to the Virginia Hills Starbucks in Martinez, CA every morning for our coffee. I always have a Venti Cinnamon Latte. For the last two months the amount in the cup has been getting less and less. This morning my latte level was at the third square down that reads syrup. I'm sorry, but for the amount of money we pay for this I expect the cup to be pretty full. This may seem like a small thing to complain about but I can tell you this is the first time I have ever made a customer complaint so it isn't small to me. I won't be buying from this Starbucks again."
Kelly,"Vancouver, WA","Reviewed May 19, 2014",1.0,"I have been making a special product for over 15 years and everyone of my friends and family encouraged me to send it into Starbucks. After two Christmases in a row it sold out in local cafes and I was unable to meet special orders. So I made up a fresh batch, boxed it up nicely and decorated the packages. I wrote a very nice letter giving the CEO my background and even sent it with a return signature so he would know how to trace the package back to the sender."
Jenny,"Hanford, CA","Reviewed April 4, 2014",1.0,"I was poisoned by my smoothie. After a few hours, my stomachache got worse and worse. Then came 24 hours of extreme vomiting. Could not even keep water down. I got fever, the runs. If I can't keep water down by tomorrow, it is off to the hospital for me. Starbucks needs to pay better attention to product handling and storage. I will never ever go back."
Nathanial,"Fountain Valley, CA","Reviewed April 1, 2014",3.0,"Just to comment to Emily who believes she can park in the handicapped parking space without consequence. You may not read this but on the small chance you do, I will take the time to share my thoughts as a reader of your complaint post. You were, undoubtedly, in the wrong with this Starbucks incident. When someone asked you to move your car, it was less likely because they singled you out for harassment but more likely because you're one of the frequent violators that has the audacity to believe that your convenience for parking near the store is of greater value than the possible impact of inconvenience caused to those disabled individuals that actually need and rely on those designated spaces. "
sarah,"Cincinnati, OH","Reviewed March 30, 2014",1.0,"I bought a commuter mug in late December - their promotion of ""Buy a $60.00 mug and get free drinks all January"". Stainless steel with a screen print of the original Starbucks location. The lip is rusting now, after 3 months use. When I contacted them, they said they had no warranty on their goods, and the return policy was restricted to 60 days (with receipt). I don't expect stainless steel to rust."
Tom,"Las Vegas, NV","Reviewed March 28, 2014",1.0,"I recently purchased two $100 Starbucks gift cards off of eBay from two separate owners. I received them, consolidated them onto a single card and even transferred my own funds from another registered card onto this card. All amounts were there and all was good. I went to use my Starbucks gift card (with a $214.02 balance) on the morning of 3/27/14 and was told the account was closed! You can how I felt! I got right on the phone with Starbucks customer service and was told that this account was closed due to fraudulent activity. I asked for details so I could research with my sellers on eBay and they provided nothing. I notified both eBay sellers...One took it upon themselves to contact Starbucks directly and was informed by Starbucks that it was not his card that was fraudulent but the other $100 that was illegal. The second seller was very receptive and refunded my purchase amount within the day."
Maddie,"Pismo Beach, CA","Reviewed March 27, 2014",1.0,"On 3/23/2014 at approx. 5:40pm I went to the drive thru Starbucks located on 32340 Alvarado Blvd, Union City, CA 94587. Upon arrival, my boyfriend asked if a drip coffee was available as we are not heavy coffee drinkers and wanted to venture out of our usual drinks. The barista first laughed and I can clearly hear from the drive thru window of her telling her colleagues of what we ordered while chuckling, then she asked what size we wanted. We ordered a tall and then proceeded to ask if an Americano was stronger in caffeine or the drip coffee. She sarcastically said that coffee is stronger than espresso, but was chuckling the whole time and double repeated that I just wanted a ""tall plain black coffee"". We then proceeded to the window and the same barista leaned out of the window to say, ""I'm sorry that I laughed, but you don't think we have coffee here at a coffee shop?"" "
Raul ,"Las Cruces, NM","Reviewed March 25, 2014",1.0,"In the last three weeks at two different locations of SBX in Las Cruces, NM I paid for a tall cup of reg coffee. At least four times the barista tipped the larger brewer giving me the ""bottom of the barrel."" I'm glad I was watching. They apologized and gave me coffee from another container. I don't think it's the employee's fault, I'm sure they're following corp policy. Also I've witnessed so many discrepancies of cost, charges, add on charges, on and on. I've witnessed folks order food and ask where is the order. I hear the barista say ""I forgot, sorry."" This with only a few customers in the store. Sadly it seems they don't pay the experienced baristas to stay and hire new folks and train them on the job. You hear at the register ""oh, excuse them they're in training"" or ""This is my second day."" I only go to SBX if a friend is paying for my drink. :)"
Anny,"Modesto, CA","Reviewed March 21, 2014",1.0,"Ordered my usual tall iced doppio espresso with milk and hazelnut. Never paid more than $2.45. I get charged extra for sweetened flavoring, but was at the Los Banos, CA location and was charged an extra 55 cents for milk. I asked the barista at the window why I was charged for something that is provided for free at the counter and she said that because she filled it up to the rim. It was a tall drink. It wasn't even like I asked for a gallon of milk!!! The girl talked to me like I was dumb. I asked another barista a different day why I was charged for milk and she said I shouldn't have been charged. I'm so disappointed and the girl that charged me acted like I was trying to get something for free!!!"
Walker,"Fort Myers, FL","Reviewed March 18, 2014",1.0,"There was a long black hair in my blended beverage. Not on my sandwich which I might be able to see before it entered my mouth, but inside my blended beverage which was in turn sucked through my straw into my mouth with who knows how many smaller chopped up pieces... I’m done with Starbucks as a whole."
